时间,天气状况,温度(℃),降水量(mm),风向,风力(级),风速(km/h),气压(hPa),湿度(%),能见度(km),云量%
2024-03-05 17:00,阴,10.8,0,西南风,2,6,969,49,9.7,94
2024-03-05 18:00,多云,10.5,0,南风,1,4,970,45,11.5,89
2024-03-05 19:00,阴,10.3,0,南风,2,6,971,47,11.9,92
2024-03-05 20:00,阴,9.8,0,南风,2,6,971,47,11.9,95
2024-03-05 21:00,阴,9.5,0,东风,2,6,972,53,10.2,91
2024-03-05 22:00,阴,9.7,0,东北风,1,5,974,55,9.1,95
2024-03-05 23:00,阴,9.3,0,东风,2,7,974,58,7.2,95
2024-03-06 00:00,阴,8.4,0,东风,2,7,974,58,7.2,95
2024-03-06 01:00,霾,7.9,0,北风,2,8,975,76,3.9,95
2024-03-06 02:00,霾,7.4,0,西北风,1,4,975,78,3.8,95
2024-03-06 03:00,阴,7.8,0,东北风,1,3,975,68,5.7,87
2024-03-06 04:00,多云,7.3,0,东北风,1,3,975,68,5.7,54
2024-03-06 05:00,多云,6.9,0,北风,1,3,975,52,19.7,55
2024-03-06 06:00,多云,6.4,0,西南风,1,4,976,45,18.4,61
2024-03-06 07:00,多云,5.5,0,东北风,1,5,975,51,21.2,42
2024-03-06 08:00,多云,6.3,0,东北风,1,5,975,51,21.2,64
2024-03-06 09:00,多云,7.4,0,东北风,2,7,977,54,14.9,40
2024-03-06 10:00,多云,9.5,0,东南风,1,4,977,40,26,55
2024-03-06 11:00,晴,10.9,0,东北风,2,8,976,30,30,14
2024-03-06 12:00,多云,12.2,0,东南风,2,6,976,24,30,30
2024-03-06 13:00,晴,12.4,0,西北风,2,6,974,23,30,16
2024-03-06 14:00,晴,12.2,0,东风,2,7,973,24,29.3,2
2024-03-06 15:00,晴,12.7,0,东南风,1,5,972,22,30,8
2024-03-06 16:00,晴,12.7,0,东北风,2,8,971,24,29.2,11
2024-03-06 17:00,晴,12.6,0,东北风,2,8,971,24,29.2,6
2024-03-06 18:00,晴,11.4,0,东南风,1,4,971,25,30,19
2024-03-06 19:00,晴,10.1,0,东北风,1,4,972,29,29.7,24
2024-03-06 20:00,多云,8.7,0,东风,1,4,973,33,24.6,42
2024-03-06 21:00,多云,8.5,0,东风,2,6,973,33,20,60
2024-03-06 22:00,多云,7.3,0,北风,1,5,974,38,24.9,60
2024-03-06 23:00,多云,6.9,0,北风,1,4,975,45,14,60
2024-03-07 00:00,多云,6.5,0,西北风,1,4,975,46,15.8,60
2024-03-07 01:00,多云,6.4,0,西北风,1,3,975,47,14.3,60
2024-03-07 02:00,多云,5.9,0,西南风,1,5,975,47,16.1,60
2024-03-07 03:00,多云,5.8,0,西风,1,4,976,52,14.4,60
2024-03-07 04:00,多云,6.2,0,西南风,2,12,975,50,14.6,60
2024-03-07 05:00,多云,6.5,0,西南风,2,8,975,52,13.7,60
2024-03-07 06:00,多云,5.8,0,西风,1,5,976,53,12.2,60
2024-03-07 07:00,多云,5.5,0,西南风,2,6,977,57,11.6,60
2024-03-07 08:00,多云,6.2,0,西南风,2,6,977,57,11.6,60
2024-03-07 09:00,晴,8.6,0,西南风,2,9,979,56,11.2,20
2024-03-07 10:00,多云,11.3,0,西南风,2,11,980,46,11.9,57
2024-03-07 11:00,多云,12.1,0,西北风,2,12,980,13,20.4,57
2024-03-07 12:00,多云,12.4,0,西北风,2,12,980,13,20.4,57
2024-03-07 13:00,晴,14.3,0,西风,3,13,978,11,25.6,20
2024-03-07 14:00,晴,14.6,0,西风,3,13,978,11,25.6,20
2024-03-07 15:00,晴,14.6,0,西风,4,20,976,10,30,20
2024-03-07 16:00,晴,14.8,0,西北风,3,17,975,9,29.9,0
2024-03-07 17:00,晴,14.6,0,西北风,3,15,975,8,30,20
2024-03-07 18:00,晴,13.7,0,西北风,2,11,975,10,29.7,0
2024-03-07 19:00,晴,11.7,0,西风,2,7,975,13,26,0
2024-03-07 20:00,晴,10.1,0,西南风,2,7,976,15,20.5,0
2024-03-07 21:00,晴,7.8,0,北风,1,3,976,19,22.2,0
2024-03-07 22:00,晴,7.7,0,西风,1,4,977,24,19.7,0
2024-03-07 23:00,晴,7.2,0,西风,1,4,977,24,19.7,0
2024-03-08 00:00,晴,7.5,0,东北风,2,8,977,28,18.2,0
2024-03-08 01:00,晴,5.9,0,东北风,2,10,977,27,18.1,0
2024-03-08 02:00,晴,5.1,0,东北风,2,6,977,30,21,0
2024-03-08 03:00,晴,5.3,0,东北风,2,9,976,30,24.7,0
2024-03-08 04:00,晴,4.7,0,东北风,2,9,976,30,24.7,0
2024-03-08 05:00,晴,3.3,0,东风,3,14,976,31,30,0
2024-03-08 06:00,晴,2.8,0,东风,3,12,976,34,30,0
2024-03-08 07:00,晴,2.6,0,东风,3,12,976,36,30,0
2024-03-08 08:00,晴,4.5,0,东风,3,13,977,32,30,0
2024-03-08 09:00,晴,5.7,0,东风,3,13,977,32,30,0
2024-03-08 10:00,晴,7.3,0,东风,3,15,977,24,30,8
2024-03-08 11:00,晴,9.2,0,东风,3,15,977,24,30,0
2024-03-08 12:00,晴,10.1,0,东北风,3,17,976,22,30,0
2024-03-08 13:00,晴,11.5,0,东风,3,17,974,20,30,0
2024-03-08 14:00,晴,12.5,0,东风,3,17,973,18,30,17
2024-03-08 15:00,晴,13.1,0,东风,3,15,971,17,30,22
2024-03-08 16:00,多云,13.2,0,东北风,2,12,971,18,30,35
2024-03-08 17:00,多云,13.3,0,东北风,2,10,971,19,30,62
2024-03-08 18:00,多云,12.9,0,东风,2,9,971,19,26.4,63
2024-03-08 19:00,多云,11.6,0,东风,1,4,971,21,29.3,42
2024-03-08 20:00,多云,12,0,西北风,1,4,972,23,29.3,37
2024-03-08 21:00,多云,10.7,0,西风,1,5,972,23,25.8,63
2024-03-08 22:00,阴,9.5,0,西风,2,9,973,27,22.8,90
2024-03-08 23:00,阴,9.6,0,西南风,1,4,973,29,22.2,90
2024-03-09 00:00,多云,8.2,0,西南风,1,4,973,31,21,69
2024-03-09 01:00,多云,8,0,西北风,1,4,973,33,16.3,45
2024-03-09 02:00,多云,6.8,0,北风,1,3,973,34,14.7,71
2024-03-09 03:00,晴,7,0,西北风,1,5,973,38,14.2,14
2024-03-09 04:00,多云,5.6,0,东北风,1,2,972,43,13.6,38
2024-03-09 05:00,晴,4.5,0,东北风,1,2,972,43,13.6,5
2024-03-09 06:00,晴,4.1,0,西北风,1,3,972,48,16.1,0
2024-03-09 07:00,晴,3.8,0,东北风,1,3,973,50,15.1,0
2024-03-09 08:00,晴,6.1,0,东北风,1,5,974,48,13.9,3
2024-03-09 09:00,晴,8.4,0,东风,2,8,974,37,17.6,20
2024-03-09 10:00,多云,10,0,东北风,1,4,975,32,19.7,45
2024-03-09 11:00,晴,11.9,0,东北风,2,6,974,30,20.8,26
2024-03-09 12:00,晴,13.1,0,东北风,2,6,973,27,19.8,3
2024-03-09 13:00,晴,14.4,0,东风,1,4,972,25,21.7,1
2024-03-09 14:00,晴,15.4,0,东北风,1,5,971,24,22,0
2024-03-09 15:00,晴,16.9,0,东北风,2,8,970,23,21.8,4
2024-03-09 16:00,晴,17.6,0,东北风,2,8,969,25,24.8,0
2024-03-09 17:00,晴,16.5,0,东北风,2,8,969,25,24.8,0
2024-03-09 18:00,晴,16.1,0,东风,2,8,969,29,21.2,2
2024-03-09 19:00,晴,14.1,0,东北风,1,5,970,33,21.7,0
2024-03-09 20:00,晴,13,0,东北风,2,6,970,37,18.4,0
2024-03-09 21:00,晴,11.5,0,北风,1,5,971,40,15.6,0
2024-03-09 22:00,阴,9.6,0,北风,1,5,971,40,15.6,90
2024-03-09 23:00,晴,9,0,西北风,1,4,972,48,11.5,0
2024-03-10 00:00,晴,9.5,0,西风,1,2,972,48,11.1,0
2024-03-10 01:00,晴,8.3,0,东北风,2,6,972,48,13.1,2
2024-03-10 02:00,晴,7.6,0,东北风,1,4,972,54,11.3,18
2024-03-10 03:00,多云,7.6,0,北风,2,6,972,52,12.7,58
2024-03-10 04:00,多云,6.9,0,东北风,1,2,972,57,12.3,73
2024-03-10 05:00,多云,7.4,0,南风,2,7,972,56,12.7,50
2024-03-10 06:00,多云,7.2,0,北风,1,4,973,59,11.6,70
2024-03-10 07:00,多云,7.1,0,北风,1,5,973,59,11.3,72
2024-03-10 08:00,多云,7.8,0,北风,1,5,973,59,11.3,77
2024-03-10 09:00,阴,8.3,0,西南风,1,3,975,57,10.8,95
2024-03-10 10:00,阴,9.8,0,西南风,1,3,975,57,10.8,95
2024-03-10 11:00,中雨,10.2,0,西北风,1,4,975,52,10,95
2024-03-10 12:00,中雨,9,0,西风,2,12,977,66,7.7,95
2024-03-10 13:00,中雨,9.3,0.8,西南风,2,8,976,85,5.3,95
2024-03-10 14:00,中雨,9.9,0.3,西南风,2,12,975,90,5,95
2024-03-10 15:00,小雨,9.9,0.6,西南风,2,11,976,92,5.5,95
2024-03-10 16:00,小雨,10.5,0.6,西南风,2,11,976,92,5.5,94
2024-03-10 17:00,多云,11.7,0,西南风,2,8,975,73,18.2,66
2024-03-10 18:00,晴,11.3,0,南风,2,6,975,63,23.2,27
2024-03-10 19:00,晴,10.2,0,南风,2,6,975,72,17.8,0
2024-03-10 20:00,晴,9.5,0,南风,2,7,976,74,16.1,0
2024-03-10 21:00,晴,9.3,0,南风,2,7,976,71,16.3,0
2024-03-10 22:00,晴,7.6,0,西风,1,2,976,75,17.2,0
2024-03-10 23:00,晴,7.4,0,西北风,1,5,976,80,12.3,0
2024-03-11 00:00,晴,6.9,0,西南风,1,3,976,83,14.9,1
2024-03-11 01:00,晴,6.5,0,西南风,1,4,975,83,14.9,10
2024-03-11 02:00,晴,6.3,0,西南风,1,4,974,80,13.1,6
2024-03-11 03:00,晴,5.3,0,西北风,1,4,974,82,11.4,0
2024-03-11 04:00,晴,6,0,西南风,2,9,973,79,13.3,0
2024-03-11 05:00,晴,6.4,0,西南风,2,8,973,79,12.9,0
2024-03-11 06:00,晴,6.3,0,西南风,2,11,973,77,14.3,0
2024-03-11 07:00,晴,6.1,0,西南风,2,9,973,76,13.3,0
2024-03-11 08:00,晴,7.4,0,西南风,2,8,973,75,12.8,0
2024-03-11 09:00,晴,9.9,0,西南风,1,5,973,70,13.6,0
2024-03-11 10:00,晴,12.4,0,西南风,2,9,973,55,17.2,0
2024-03-11 11:00,晴,14,0,西风,2,10,973,47,22.5,0
2024-03-11 12:00,晴,17.5,0,西南风,2,8,972,37,22.9,0
2024-03-11 13:00,晴,19.1,0,西风,2,10,970,31,25.2,0
2024-03-11 14:00,晴,20.3,0,西南风,2,12,969,25,25.8,0
2024-03-11 15:00,晴,22,0,西南风,2,9,968,21,27.3,0
2024-03-11 16:00,晴,22.4,0,西南风,2,8,967,17,30,0
2024-03-11 17:00,晴,22.2,0,西南风,2,9,967,17,28.3,0
2024-03-11 18:00,晴,20.9,0,西南风,2,6,967,18,28.7,0
2024-03-11 19:00,晴,18.1,0,东风,2,7,967,24,24.4,0
2024-03-11 20:00,晴,16.3,0,东风,2,8,968,39,19.1,0
2024-03-11 21:00,晴,14.8,0,东北风,1,5,969,42,19.3,0
2024-03-11 22:00,晴,13.5,0,北风,1,4,970,47,7.1,0
2024-03-11 23:00,晴,12.3,0,北风,1,4,971,51,6.7,0
2024-03-12 00:00,晴,12.8,0,北风,1,4,971,51,6.7,0
2024-03-12 01:00,晴,12.4,0,东北风,2,10,972,47,13.5,0
2024-03-12 02:00,晴,11.5,0,东风,3,12,973,39,17.6,1
2024-03-12 03:00,晴,10.6,0,东风,2,9,973,36,23.4,0
2024-03-12 04:00,晴,10.1,0,东风,2,9,973,36,23.4,0
2024-03-12 05:00,晴,8,0,东北风,2,8,974,29,30,1
2024-03-12 06:00,晴,7.1,0,东北风,2,7,975,40,19.1,0
2024-03-12 07:00,晴,7.1,0,东风,1,4,975,34,30,7
2024-03-12 08:00,晴,8.9,0,东风,3,12,975,28,30,0
2024-03-12 09:00,晴,10.6,0,东北风,3,15,976,25,30,0
2024-03-12 10:00,晴,12.2,0,东北风,3,15,976,25,30,0
2024-03-12 11:00,晴,12.9,0,东风,4,23,975,20,30,0
2024-03-12 12:00,晴,14.6,0,东北风,3,18,974,20,29.9,7
2024-03-12 13:00,晴,15.8,0,东风,3,19,972,19,30,18
2024-03-12 14:00,多云,16.3,0,东风,3,19,972,19,30,52
2024-03-12 15:00,多云,16.5,0,东风,4,23,969,19,30,55
2024-03-12 16:00,多云,16.7,0,东北风,3,15,969,19,30,54
2024-03-12 17:00,阴,16.6,0,东风,3,15,968,19,30,93
2024-03-12 18:00,阴,16.3,0,东北风,2,10,968,20,30,95
2024-03-12 19:00,阴,15.6,0,东风,2,8,969,21,28.1,95
2024-03-12 20:00,阴,15.4,0,东北风,2,6,970,21,24.8,95
2024-03-12 21:00,阴,14.5,0,东北风,2,8,970,21,22.9,91
2024-03-12 22:00,多云,14.4,0,东风,2,6,971,21,21.2,88
2024-03-12 23:00,多云,13.6,0,东风,2,6,971,26,17.6,61
2024-03-13 00:00,多云,12,0,东风,2,6,971,26,17.6,75
2024-03-13 01:00,多云,11.9,0,西北风,1,1,971,33,14.4,80
2024-03-13 02:00,阴,11.7,0,西风,1,2,971,33,12.8,95
2024-03-13 03:00,小雨,11.3,0,西北风,1,5,971,36,13.2,95
2024-03-13 04:00,小雨,11.1,0,西风,1,2,971,37,14.5,95
2024-03-13 05:00,阴,10.7,0,西风,1,3,971,41,14.5,95
2024-03-13 06:00,小雨,10.4,0,静风,0,1,971,47,13.4,95
2024-03-13 07:00,阴,10.1,0,静风,0,1,971,47,13.4,94
2024-03-13 08:00,多云,10.6,0,西风,1,3,972,45,14.4,55
2024-03-13 09:00,多云,11.1,0,西风,1,3,972,45,14.4,78
2024-03-13 10:00,阴,11.3,0,西南风,1,5,973,53,11.5,95
2024-03-13 11:00,阴,11.7,0,西风,1,5,973,55,9.5,95
2024-03-13 12:00,阴,13,0,西风,2,6,972,43,12.3,95
2024-03-13 13:00,多云,14.9,0,西风,2,6,972,43,12.3,79
2024-03-13 14:00,多云,15.8,0,西风,3,15,970,37,18.7,32
2024-03-13 15:00,晴,16.7,0,西风,2,11,969,38,19.5,2
2024-03-13 16:00,晴,17.4,0,西南风,2,10,968,38,20.3,0
2024-03-13 17:00,晴,17.6,0,西南风,2,10,968,40,27.1,0
2024-03-13 18:00,晴,16.8,0,西南风,2,7,968,40,30,0
2024-03-13 19:00,晴,14.5,0,东北风,1,3,968,46,28.9,0
2024-03-13 20:00,晴,13.3,0,东风,1,4,969,53,23.5,0
2024-03-13 21:00,晴,12.6,0,东风,3,14,970,53,16.1,0
2024-03-13 22:00,晴,11.9,0,东风,2,12,970,61,10.1,0
2024-03-13 23:00,晴,10.7,0,东北风,2,10,971,62,8.6,0
2024-03-14 00:00,晴,10,0,东北风,2,10,971,65,8.9,0
2024-03-14 01:00,晴,8.7,0,东北风,2,10,971,65,8.9,0
2024-03-14 02:00,晴,7.8,0,东北风,2,6,971,75,6.8,0
2024-03-14 03:00,晴,7.4,0,北风,1,3,970,78,6.8,0
2024-03-14 04:00,晴,7.1,0,东北风,2,8,970,79,6.2,0
2024-03-14 05:00,晴,6.8,0,东南风,1,3,971,83,6.3,0
2024-03-14 06:00,晴,6.3,0,南风,1,4,971,86,4.7,0
2024-03-14 07:00,晴,6.4,0,北风,1,4,972,88,5,0
2024-03-14 08:00,晴,8.7,0,北风,1,4,972,88,5,0
2024-03-14 09:00,晴,10.2,0,东北风,2,6,973,70,6.4,0
2024-03-14 10:00,晴,12.1,0,东风,2,11,973,65,6.6,0
2024-03-14 11:00,晴,13.9,0,东风,2,12,972,56,7,0
2024-03-14 12:00,晴,15.5,0,东北风,3,16,971,52,7.5,0
2024-03-14 13:00,晴,16.5,0,东风,3,16,970,49,9.6,0
2024-03-14 14:00,晴,18.1,0,东风,3,16,970,49,9.6,0
2024-03-14 15:00,晴,18.3,0,东北风,3,17,967,43,11.2,0
2024-03-14 16:00,晴,19.2,0,东风,3,16,966,39,11.6,0
2024-03-14 17:00,晴,19.1,0,东北风,4,21,965,37,15.1,5
2024-03-14 18:00,晴,18.8,0,东北风,4,21,965,37,15.1,5
2024-03-14 19:00,晴,17.8,0,东风,2,11,965,42,13.7,13
2024-03-14 20:00,多云,17,0,东风,2,11,965,42,13.7,58
2024-03-14 21:00,多云,16.1,0,东北风,2,8,965,45,12.5,58
2024-03-14 22:00,多云,15.2,0,东风,2,9,966,37,15.8,74
2024-03-14 23:00,阴,14.2,0,东北风,2,9,966,40,17.3,95
2024-03-15 00:00,阴,15.6,0,东北风,2,7,965,39,18.4,95
2024-03-15 01:00,晴,17.2,0,东南风,3,12,965,32,27.3,1
2024-03-15 02:00,晴,16.5,0,东风,2,12,965,34,28.2,17
2024-03-15 03:00,多云,15.8,0,东风,2,11,965,33,30,32
2024-03-15 04:00,晴,12.9,0,东北风,3,13,964,38,28.1,17
2024-03-15 05:00,晴,11.9,0,东北风,3,13,964,38,28.1,16
2024-03-15 06:00,晴,11.7,0,东北风,2,9,964,45,28.1,5
2024-03-15 07:00,多云,11.4,0,东北风,2,10,964,51,20.9,41
2024-03-15 08:00,多云,12.4,0,东北风,3,15,966,53,19,32
2024-03-15 09:00,晴,13.3,0,东北风,3,17,966,49,15.8,24
2024-03-15 10:00,多云,14.6,0,东北风,3,17,966,49,15.8,42
2024-03-15 11:00,多云,16.1,0,东风,3,19,966,49,13.3,42
2024-03-15 12:00,多云,17.4,0,东风,3,15,966,46,13.5,46
2024-03-15 13:00,多云,18.1,0,东北风,3,19,966,46,14.9,46
2024-03-15 14:00,晴,19,0,东北风,3,17,965,41,14.8,2
2024-03-15 15:00,晴,19.7,0,东北风,3,13,964,40,16.1,0
2024-03-15 16:00,晴,19.9,0,东风,3,15,964,40,16.3,1
2024-03-15 17:00,晴,18.9,0,东北风,3,12,965,40,18.9,0
2024-03-15 18:00,晴,18.3,0,东北风,3,12,966,42,15.5,2
2024-03-15 19:00,多云,17.6,0,东北风,2,8,967,45,16.2,66
2024-03-15 20:00,多云,17,0,东北风,2,8,967,45,16.2,66
2024-03-15 21:00,多云,16.6,0,东北风,2,6,969,48,13.4,66
2024-03-15 22:00,多云,16,0,东北风,1,5,970,49,12.7,66
2024-03-15 23:00,多云,16,0,南风,2,6,971,51,13.1,64
2024-03-16 00:00,多云,15.2,0,东南风,1,3,970,52,11.8,64
2024-03-16 01:00,晴,14.3,0,西北风,1,4,971,57,10,0
2024-03-16 02:00,晴,13.6,0,西南风,2,8,971,60,9.6,0
2024-03-16 03:00,晴,13.2,0,南风,1,3,971,62,9.5,12
2024-03-16 04:00,晴,13.5,0,西南风,2,7,971,60,9.9,7
2024-03-16 05:00,多云,13.5,0,西南风,2,10,971,60,9.8,82
2024-03-16 06:00,晴,12.8,0,西南风,1,5,972,63,9.2,23
2024-03-16 07:00,晴,12.5,0,西北风,1,3,972,64,8.8,23
2024-03-16 08:00,多云,13.1,0,西南风,2,7,973,63,8.4,39
2024-03-16 09:00,晴,14.4,0,西南风,2,7,973,58,8.6,8
2024-03-16 10:00,扬沙,16.5,0,西南风,2,7,974,50,8.7,8
2024-03-16 11:00,扬沙,18.4,0,西南风,2,7,974,50,8.7,23
2024-03-16 12:00,扬沙,19,0,东南风,1,5,972,33,8,37
2024-03-16 13:00,扬沙,20.1,0,东北风,2,9,971,29,8,65
2024-03-16 14:00,扬沙,19.6,0,南风,2,9,971,25,8.1,73
2024-03-16 15:00,扬沙,19.1,0,南风,2,11,970,26,8.7,95
2024-03-16 16:00,扬沙,18.7,0,南风,2,11,970,26,8.7,95
2024-03-16 17:00,扬沙,18.3,0,西南风,1,5,969,29,6.5,83
2024-03-16 18:00,扬沙,17.7,0,西风,2,8,969,31,6.3,69
2024-03-16 19:00,扬沙,17.1,0,西风,2,8,969,31,6.3,59
2024-03-16 20:00,扬沙,17.1,0,西风,1,3,970,32,6.4,63
2024-03-16 21:00,浮尘,16.6,0,静风,0,1,972,37,6.1,78
2024-03-16 22:00,浮尘,16.1,0,西南风,1,3,973,34,5.9,74
2024-03-16 23:00,扬沙,15.9,0,西南风,2,7,973,36,5.9,73
2024-03-17 00:00,扬沙,15.7,0,西南风,2,7,973,36,5.9,78
2024-03-17 01:00,浮尘,15.4,0,南风,1,4,974,41,5.7,92
2024-03-17 02:00,小雨,15.8,0,南风,1,4,974,41,5.7,95
2024-03-17 03:00,中雨,15.8,0,西南风,2,7,974,38,5.7,95
2024-03-17 04:00,中雨,15.2,0,西南风,2,12,975,41,7.3,95
2024-03-17 05:00,小雨,12.6,0,西南风,2,12,975,41,7.3,95
2024-03-17 06:00,小雨,12.3,0,西南风,2,6,976,66,10,95
2024-03-17 07:00,浮尘,11.7,0,南风,2,8,977,62,12.8,95
2024-03-17 08:00,多云,12,0,西南风,2,6,977,62,13.9,73
2024-03-17 09:00,多云,12.4,0,西风,1,2,977,63,12.6,75
2024-03-17 10:00,阴,12.4,0,东风,2,8,978,60,12.6,95
2024-03-17 11:00,阴,10.9,0,东风,2,8,978,60,12.6,95
2024-03-17 12:00,扬沙,10.8,0,东风,3,13,977,75,10.7,95
2024-03-17 13:00,阴,11.6,0.1,东风,3,14,976,73,11.5,95
2024-03-17 14:00,多云,11.6,0,东北风,2,12,975,74,12,77
2024-03-17 15:00,阴,11,0,东北风,2,12,975,74,12,95
2024-03-17 16:00,阴,11.3,0,东北风,2,9,974,75,12.1,95
2024-03-17 17:00,多云,11.2,0,东北风,2,10,974,72,12.6,83
2024-03-17 18:00,多云,10.9,0,东北风,2,11,975,72,12,65
2024-03-17 19:00,多云,10.7,0,东北风,2,8,976,79,10,56
2024-03-17 20:00,小雨,10.2,0.2,东北风,2,9,977,88,6.4,70
2024-03-17 21:00,小雨,9.2,0.3,东北风,2,8,978,92,5,95
2024-03-17 22:00,中雨,8.6,0.3,东北风,2,8,978,92,5,64
2024-03-17 23:00,中雨,8.1,0,东风,2,8,978,80,12.5,87
2024-03-18 00:00,中雨,7.6,0.7,东风,2,10,978,82,12.4,95
2024-03-18 01:00,中雨,7.3,0.6,东北风,2,9,978,85,12.7,95
2024-03-18 02:00,中雨,7.3,0.2,北风,2,9,978,89,12.6,95
2024-03-18 03:00,中雨,7.3,0.1,北风,2,6,978,86,16.5,95
2024-03-18 04:00,阴,7.4,0.1,静风,0,0,978,88,14.6,95
2024-03-18 05:00,阴,7.5,0,西风,1,4,978,87,10.8,95
2024-03-18 06:00,阴,7.4,0,南风,1,5,978,87,12.7,95
2024-03-18 07:00,多云,7.7,0,西南风,1,3,979,88,12.1,79
2024-03-18 08:00,阴,8.4,0,西南风,1,3,979,88,12.1,95
2024-03-18 09:00,多云,9.3,0,西风,2,8,980,84,11.7,88
2024-03-18 10:00,多云,10.6,0,西南风,2,8,980,83,11.4,85
2024-03-18 11:00,多云,12.1,0,西南风,2,11,980,79,10.8,49
2024-03-18 12:00,晴,14.4,0,西南风,2,12,979,70,11.2,2
2024-03-18 13:00,晴,15.7,0,西南风,3,13,978,52,13.3,0
2024-03-18 14:00,晴,17,0,南风,3,13,977,40,17.5,0
2024-03-18 15:00,晴,17,0,南风,3,13,977,40,17.5,0
2024-03-18 16:00,晴,18.1,0,西南风,3,15,974,32,19.1,0
2024-03-18 17:00,晴,18,0,西南风,2,11,974,30,21.3,0
2024-03-18 18:00,晴,17.4,0,西南风,2,11,975,29,22.2,0
2024-03-18 19:00,晴,16.8,0,西南风,2,10,975,30,22.9,0
2024-03-18 20:00,晴,14.9,0,西风,2,9,976,32,21.3,0
2024-03-18 21:00,多云,15.6,0,西北风,2,10,978,18,15.9,69
2024-03-18 22:00,晴,15.8,0,西风,3,13,979,13,15.6,0
2024-03-18 23:00,晴,14.1,0,西北风,2,8,979,13,14.5,0
2024-03-19 00:00,浮尘,14,0,北风,2,6,979,13,13.1,0
2024-03-19 01:00,浮尘,13.4,0,西北风,2,8,979,14,12.1,0
2024-03-19 02:00,晴,11.3,0,西北风,1,4,980,16,14.2,0
2024-03-19 03:00,晴,11,0,西北风,1,4,980,16,14.2,0
2024-03-19 04:00,晴,8.9,0,东风,1,1,980,24,14.2,0
2024-03-19 05:00,晴,8.2,0,西北风,2,6,980,26,12.1,0
2024-03-19 06:00,浮尘,7.2,0,东风,1,4,980,35,13.1,0
2024-03-19 07:00,浮尘,6.5,0,东风,1,4,980,35,13.1,0
2024-03-19 08:00,浮尘,7.4,0,东北风,1,3,982,35,12.7,0
2024-03-19 09:00,浮尘,11,0,东北风,2,6,982,32,11.4,0
2024-03-19 10:00,浮尘,14.2,0,东北风,2,8,982,18,12.4,0
2024-03-19 11:00,浮尘,15.3,0,东北风,2,11,981,13,14.8,0
2024-03-19 12:00,浮尘,16.4,0,东北风,2,9,980,12,15.6,0
2024-03-19 13:00,晴,17.7,0,南风,2,6,979,11,20,0
2024-03-19 14:00,晴,18.4,0,东风,2,6,977,10,19.2,0
2024-03-19 15:00,晴,19.5,0,东风,2,7,975,9,17.5,0
2024-03-19 16:00,晴,20.5,0,南风,2,6,975,10,21.7,0
2024-03-19 17:00,晴,20.1,0,东风,1,5,974,10,25,0
2024-03-19 18:00,晴,19.4,0,东风,1,5,974,10,25,0
2024-03-19 19:00,晴,16.4,0,东风,2,10,974,20,21,0
2024-03-19 20:00,晴,15.2,0,东风,2,10,975,24,19.5,14
2024-03-19 21:00,多云,14.3,0,东北风,2,6,976,26,18.7,41
2024-03-19 22:00,多云,12.3,0,东北风,1,5,977,29,17.3,35
2024-03-19 23:00,晴,11.1,0,东北风,1,5,977,34,14.3,2
2024-03-20 00:00,晴,10.9,0,东北风,2,7,977,35,13.2,7
2024-03-20 01:00,多云,10.5,0,北风,2,9,977,36,13.2,37
2024-03-20 02:00,晴,10.1,0,北风,3,12,977,36,13.6,2
2024-03-20 03:00,晴,8.6,0,东北风,1,1,977,41,14.7,11
2024-03-20 04:00,晴,7.9,0,西北风,1,3,977,39,12,1
2024-03-20 05:00,晴,7.7,0,东北风,1,4,977,42,15.4,5
2024-03-20 06:00,晴,6.8,0,东北风,1,3,977,43,14.5,0
2024-03-20 07:00,晴,6.5,0,西北风,1,4,977,47,15.5,0
2024-03-20 08:00,晴,8.7,0,西北风,1,4,977,47,15.5,0
2024-03-20 09:00,晴,11.5,0,东北风,2,9,978,40,13.8,0
2024-03-20 10:00,晴,13.8,0,东风,2,10,978,30,15.7,0
2024-03-20 11:00,晴,15.3,0,东风,2,11,978,28,20.1,0
2024-03-20 12:00,晴,16.6,0,东风,2,10,976,24,20.2,0
2024-03-20 13:00,晴,18,0,北风,2,10,974,23,20.1,0
2024-03-20 14:00,晴,19.4,0,东北风,2,9,972,22,24.8,0
2024-03-20 15:00,晴,19.7,0,东风,2,9,970,23,19.6,0
2024-03-20 16:00,晴,20,0,东风,2,11,969,25,20.5,0
2024-03-20 17:00,晴,19.4,0,东风,3,13,968,25,20.4,0
2024-03-20 18:00,晴,18.6,0,东风,3,12,967,26,25.2,0
2024-03-20 19:00,晴,17.3,0,东北风,2,6,967,28,22.5,0
2024-03-20 20:00,晴,15.6,0,北风,1,5,967,31,19.9,0
2024-03-20 21:00,晴,14.6,0,北风,1,4,967,33,18.1,10
2024-03-20 22:00,晴,13.9,0,北风,1,4,967,33,18.1,0
2024-03-20 23:00,晴,13.4,0,东北风,2,6,967,38,15,17
2024-03-21 00:00,多云,14.2,0,东风,2,8,966,33,17.7,69
2024-03-21 01:00,阴,13.5,0,东风,2,8,966,34,21.1,95
2024-03-21 02:00,阴,12,0,东风,2,8,966,34,21.1,90
2024-03-21 03:00,阴,11.6,0,东北风,1,5,964,40,18.5,94
2024-03-21 04:00,多云,10.7,0,东南风,2,6,963,43,19.5,86
2024-03-21 05:00,多云,9.6,0,东北风,1,3,962,47,20,36
